Ant_dist,Post_dist,Lat_dist,Med_dist
0.5126334269065491,5.1166595402744255,13.08561739960974,5.511145325041932
1.8603220936775942,0.8748612306417587,11.768140699996618,-0.4538929291570712
3.0533737186652106,0.7338861311556839,6.025305935133848,0.3901115032424474
0.47667546062360416,0.7065830039622596,20.743695749227626,0.30590413689896506
1.3219447607899804,1.3544164138904675,17.489358705221303,0.3330470522463674
6.99954377783809,-0.1676089241586677,21.413851671924675,-0.20798158541109546
7.191805994287729,2.0139066655027587,24.630888241162037,0.9365196546636548
4.366586925752538,1.7343101406755808,21.102092793935906,0.47772153954227603
8.005054177179609,2.7960132428681206,27.297477677248015,0.5830555061095275
6.425641943683112,2.671261064205775,27.97270915738662,-0.013653021202132848
16.199623644402536,2.801133204175679,27.91357562562752,0.36545867191354586
15.623910867903435,2.836733929791627,27.565885494508308,0.9623660279520155
15.730233363314731,2.696606533622069,27.729273205750108,3.4190920169153625
16.966387274927417,2.5456116564434574,27.56542942825779,0.8616531020053403
15.983203893722825,2.803557229380933,29.584424883199347,4.092099032647442
26.30265549432713,2.8295231244392687,30.783332448651258,1.91863478576195
25.73094656306975,4.019676150520863,33.37798387352218,4.1070649623121875
23.625482717067516,4.464533700045402,34.6833336238301,8.111016023175173
26.411141474756302,4.019884420255757,33.20206525395247,7.14938333148483
21.56532557719451,3.882957011375934,36.740047194979375,5.8773147220758934
31.76371431219855,3.84017977459861,36.93051347790436,5.590581255822551
35.651049740452024,4.401068872096396,36.235010743589946,7.914877691016641
37.1673946027472,3.987992456174678,36.61737915144687,7.061040073052232
37.54187880615158,4.886469674297551,36.52352259965813,9.916556811646071
38.04797110791943,4.42982796150117,36.52575120667139,10.342354893688324
38.08417617329297,4.37716417149271,36.063522012018495,9.95609935263166
39.430598822566544,5.37093120477552,37.14268503075599,9.914025627852025
37.37651744818587,5.770968148304277,35.5464809313281,9.264114429958516
38.1209721540223,5.156528851845236,32.54540030000911,11.966692482427614
37.97450233279383,6.107065108632887,34.202518907492745,11.795146261960651
37.38108876091756,5.466007521652099,34.403713723647854,11.163401625502463
37.32455384318442,5.256323319441023,33.659725917077594,11.9385919176798
36.3630459192616,5.513925639976893,30.4713078571926,11.730592073298473
35.46909014667679,4.675956482605254,31.585558109220976,11.434419120758657
34.46429891903249,5.700537387481789,31.0075677588763,11.286497127938363
34.50149859208188,5.699475463965901,31.359584040668576,10.696693976746879
34.77217626799524,5.374470796431494,29.458132142194053,11.353364480240627
34.64070625351503,8.233346824541309,29.38042667619466,13.44196232633576
34.05022482231692,7.243236345440356,29.449921540401828,12.959590224725362
34.19286447794283,7.436759154201027,29.409592072058807,13.287588153362766
33.770966081379726,6.538002010984459,29.591298329212183,12.9937141756306
34.47591175977861,8.608265099627939,29.607265396638862,13.476540707067882
32.82974100961428,8.800938485627789,29.47962606226567,13.313794548828035
